DATE_FROM,DATE_TO,PRODUCT_TYPE,TENDER_NUMBER,PRODUCTNAME,NETHERLANDS_SETTLEMENTCAPACITY_PRICE_[EUR/MW]
2024-01-19,2024-01-19,FCR,1,NEGPOS_16_20,45.91
2024-01-20,2024-01-20,FCR,1,NEGPOS_12_16,25.38
2024-01-20,2024-01-20,FCR,1,NEGPOS_00_04,32
2024-01-20,2024-01-20,FCR,1,NEGPOS_04_08,31.09
2024-01-20,2024-01-20,FCR,1,NEGPOS_08_12,26
2024-01-20,2024-01-20,FCR,1,NEGPOS_20_24,27.82
2024-01-20,2024-01-20,FCR,1,NEGPOS_16_20,26.24
2024-01-21,2024-01-21,FCR,1,NEGPOS_08_12,37.75
2024-01-21,2024-01-21,FCR,1,NEGPOS_20_24,29.66
2024-01-21,2024-01-21,FCR,1,NEGPOS_16_20,34.08
2024-01-21,2024-01-21,FCR,1,NEGPOS_12_16,31.9
2024-01-21,2024-01-21,FCR,1,NEGPOS_04_08,38.83
2024-01-21,2024-01-21,FCR,1,NEGPOS_00_04,39.66
2024-01-22,2024-01-22,FCR,1,NEGPOS_04_08,40.39
2024-01-22,2024-01-22,FCR,1,NEGPOS_12_16,32.15
2024-01-22,2024-01-22,FCR,1,NEGPOS_16_20,43.44
2024-01-22,2024-01-22,FCR,1,NEGPOS_08_12,37.66
2024-01-22,2024-01-22,FCR,1,NEGPOS_20_24,31.39
2024-01-22,2024-01-22,FCR,1,NEGPOS_00_04,39.81
2024-01-23,2024-01-23,FCR,1,NEGPOS_16_20,39.29
2024-01-23,2024-01-23,FCR,1,NEGPOS_04_08,52.93
2024-01-23,2024-01-23,FCR,1,NEGPOS_12_16,35.95
2024-01-23,2024-01-23,FCR,1,NEGPOS_08_12,37.66
2024-01-23,2024-01-23,FCR,1,NEGPOS_00_04,50
2024-01-23,2024-01-23,FCR,1,NEGPOS_20_24,37.15
2024-01-24,2024-01-24,FCR,1,NEGPOS_04_08,53.92
2024-01-24,2024-01-24,FCR,1,NEGPOS_16_20,46.19
2024-01-24,2024-01-24,FCR,1,NEGPOS_08_12,39.56
2024-01-24,2024-01-24,FCR,1,NEGPOS_20_24,40
2024-01-24,2024-01-24,FCR,1,NEGPOS_00_04,59.66
2024-01-24,2024-01-24,FCR,1,NEGPOS_12_16,37.71
2024-01-25,2024-01-25,FCR,1,NEGPOS_04_08,65.6
2024-01-25,2024-01-25,FCR,1,NEGPOS_20_24,30.36
2024-01-25,2024-01-25,FCR,1,NEGPOS_00_04,86.3
2024-01-25,2024-01-25,FCR,1,NEGPOS_16_20,41.31
2024-01-25,2024-01-25,FCR,1,NEGPOS_12_16,31.88
2024-01-25,2024-01-25,FCR,1,NEGPOS_08_12,32.03
2024-01-26,2024-01-26,FCR,1,NEGPOS_12_16,34.52
2024-01-26,2024-01-26,FCR,1,NEGPOS_08_12,35.45
2024-01-26,2024-01-26,FCR,1,NEGPOS_00_04,58.99
2024-01-26,2024-01-26,FCR,1,NEGPOS_20_24,35.15
2024-01-26,2024-01-26,FCR,1,NEGPOS_04_08,48.71
2024-01-26,2024-01-26,FCR,1,NEGPOS_16_20,46.21
2024-01-27,2024-01-27,FCR,1,NEGPOS_00_04,54.11
2024-01-27,2024-01-27,FCR,1,NEGPOS_20_24,34
2024-01-27,2024-01-27,FCR,1,NEGPOS_12_16,35.13
2024-01-27,2024-01-27,FCR,1,NEGPOS_08_12,44
2024-01-27,2024-01-27,FCR,1,NEGPOS_16_20,34.51
2024-01-27,2024-01-27,FCR,1,NEGPOS_04_08,47.27
2024-01-28,2024-01-28,FCR,1,NEGPOS_16_20,38.88
2024-01-28,2024-01-28,FCR,1,NEGPOS_20_24,32.14
2024-01-28,2024-01-28,FCR,1,NEGPOS_04_08,40.45
2024-01-28,2024-01-28,FCR,1,NEGPOS_08_12,36.03
2024-01-28,2024-01-28,FCR,1,NEGPOS_00_04,48.49
2024-01-28,2024-01-28,FCR,1,NEGPOS_12_16,46.86
2024-01-29,2024-01-29,FCR,1,NEGPOS_20_24,24.56
2024-01-29,2024-01-29,FCR,1,NEGPOS_04_08,48
2024-01-29,2024-01-29,FCR,1,NEGPOS_08_12,31.04
2024-01-29,2024-01-29,FCR,1,NEGPOS_12_16,29.33
2024-01-29,2024-01-29,FCR,1,NEGPOS_16_20,37.99
2024-01-29,2024-01-29,FCR,1,NEGPOS_00_04,41.07
2024-01-30,2024-01-30,FCR,1,NEGPOS_04_08,39.25
2024-01-30,2024-01-30,FCR,1,NEGPOS_00_04,35.67
2024-01-30,2024-01-30,FCR,1,NEGPOS_08_12,33.59
2024-01-30,2024-01-30,FCR,1,NEGPOS_16_20,40.36
2024-01-30,2024-01-30,FCR,1,NEGPOS_20_24,24
2024-01-30,2024-01-30,FCR,1,NEGPOS_12_16,29.81
2024-01-31,2024-01-31,FCR,1,NEGPOS_00_04,33
2024-01-31,2024-01-31,FCR,1,NEGPOS_04_08,36.02
2024-01-31,2024-01-31,FCR,1,NEGPOS_08_12,31.86
2024-01-31,2024-01-31,FCR,1,NEGPOS_12_16,30.74
2024-01-31,2024-01-31,FCR,1,NEGPOS_16_20,27
2024-01-31,2024-01-31,FCR,1,NEGPOS_20_24,26.19
2024-02-01,2024-02-01,FCR,1,NEGPOS_16_20,25.98
2024-02-01,2024-02-01,FCR,1,NEGPOS_08_12,28.34
2024-02-01,2024-02-01,FCR,1,NEGPOS_04_08,33.72
2024-02-01,2024-02-01,FCR,1,NEGPOS_00_04,31.68
2024-02-01,2024-02-01,FCR,1,NEGPOS_20_24,26.36
2024-02-01,2024-02-01,FCR,1,NEGPOS_12_16,26.86
2024-02-02,2024-02-02,FCR,1,NEGPOS_04_08,40.96
2024-02-02,2024-02-02,FCR,1,NEGPOS_20_24,26.49
2024-02-02,2024-02-02,FCR,1,NEGPOS_00_04,30
2024-02-02,2024-02-02,FCR,1,NEGPOS_08_12,32.8
2024-02-02,2024-02-02,FCR,1,NEGPOS_16_20,25.49
2024-02-02,2024-02-02,FCR,1,NEGPOS_12_16,29.8
2024-02-03,2024-02-03,FCR,1,NEGPOS_00_04,77.95
2024-02-03,2024-02-03,FCR,1,NEGPOS_04_08,84.88
2024-02-03,2024-02-03,FCR,1,NEGPOS_08_12,56
2024-02-03,2024-02-03,FCR,1,NEGPOS_20_24,56
2024-02-03,2024-02-03,FCR,1,NEGPOS_16_20,49.85
2024-02-03,2024-02-03,FCR,1,NEGPOS_12_16,75
2024-02-04,2024-02-04,FCR,1,NEGPOS_04_08,56.4
2024-02-04,2024-02-04,FCR,1,NEGPOS_08_12,36.67
2024-02-04,2024-02-04,FCR,1,NEGPOS_16_20,38
2024-02-04,2024-02-04,FCR,1,NEGPOS_20_24,30.67
2024-02-04,2024-02-04,FCR,1,NEGPOS_12_16,32.83
2024-02-04,2024-02-04,FCR,1,NEGPOS_00_04,64.5
2024-02-05,2024-02-05,FCR,1,NEGPOS_16_20,38
2024-02-05,2024-02-05,FCR,1,NEGPOS_08_12,38
2024-02-05,2024-02-05,FCR,1,NEGPOS_04_08,55.2
2024-02-05,2024-02-05,FCR,1,NEGPOS_20_24,33.91
2024-02-05,2024-02-05,FCR,1,NEGPOS_00_04,56.6
2024-02-05,2024-02-05,FCR,1,NEGPOS_12_16,38.7
2024-02-06,2024-02-06,FCR,1,NEGPOS_20_24,32.11
2024-02-06,2024-02-06,FCR,1,NEGPOS_12_16,36
2024-02-06,2024-02-06,FCR,1,NEGPOS_16_20,40.31
2024-02-06,2024-02-06,FCR,1,NEGPOS_00_04,56
2024-02-06,2024-02-06,FCR,1,NEGPOS_08_12,38.4
2024-02-06,2024-02-06,FCR,1,NEGPOS_04_08,56.4
2024-02-07,2024-02-07,FCR,1,NEGPOS_08_12,28.41
2024-02-07,2024-02-07,FCR,1,NEGPOS_12_16,32
2024-02-07,2024-02-07,FCR,1,NEGPOS_00_04,55.64
2024-02-07,2024-02-07,FCR,1,NEGPOS_16_20,38.4
2024-02-07,2024-02-07,FCR,1,NEGPOS_20_24,26.09
2024-02-07,2024-02-07,FCR,1,NEGPOS_04_08,53.8
2024-02-08,2024-02-08,FCR,1,NEGPOS_12_16,22
2024-02-08,2024-02-08,FCR,1,NEGPOS_16_20,30.36
2024-02-08,2024-02-08,FCR,1,NEGPOS_08_12,30
2024-02-08,2024-02-08,FCR,1,NEGPOS_04_08,38.79
2024-02-08,2024-02-08,FCR,1,NEGPOS_00_04,30
2024-02-08,2024-02-08,FCR,1,NEGPOS_20_24,29.21
2024-02-09,2024-02-09,FCR,1,NEGPOS_00_04,40
2024-02-09,2024-02-09,FCR,1,NEGPOS_04_08,39.75
2024-02-09,2024-02-09,FCR,1,NEGPOS_12_16,27.63
2024-02-09,2024-02-09,FCR,1,NEGPOS_08_12,28
2024-02-09,2024-02-09,FCR,1,NEGPOS_16_20,33.55
2024-02-09,2024-02-09,FCR,1,NEGPOS_20_24,26
2024-02-10,2024-02-10,FCR,1,NEGPOS_08_12,25
2024-02-10,2024-02-10,FCR,1,NEGPOS_04_08,36
2024-02-10,2024-02-10,FCR,1,NEGPOS_00_04,35.81
2024-02-10,2024-02-10,FCR,1,NEGPOS_20_24,23.11
2024-02-10,2024-02-10,FCR,1,NEGPOS_12_16,26.78
2024-02-10,2024-02-10,FCR,1,NEGPOS_16_20,28
2024-02-11,2024-02-11,FCR,1,NEGPOS_20_24,21.2
2024-02-11,2024-02-11,FCR,1,NEGPOS_08_12,29.2
2024-02-11,2024-02-11,FCR,1,NEGPOS_12_16,25
2024-02-11,2024-02-11,FCR,1,NEGPOS_16_20,31.83
2024-02-11,2024-02-11,FCR,1,NEGPOS_04_08,34.69
2024-02-11,2024-02-11,FCR,1,NEGPOS_00_04,38.1
2024-02-12,2024-02-12,FCR,2,NEGPOS_04_08,-
2024-02-12,2024-02-12,FCR,2,NEGPOS_20_24,-
2024-02-12,2024-02-12,FCR,2,NEGPOS_16_20,-
2024-02-12,2024-02-12,FCR,2,NEGPOS_08_12,-
2024-02-12,2024-02-12,FCR,2,NEGPOS_12_16,-
2024-02-12,2024-02-12,FCR,2,NEGPOS_00_04,-
2024-02-13,2024-02-13,FCR,1,NEGPOS_12_16,30
2024-02-13,2024-02-13,FCR,1,NEGPOS_20_24,19.68
2024-02-13,2024-02-13,FCR,1,NEGPOS_16_20,38
2024-02-13,2024-02-13,FCR,1,NEGPOS_04_08,36.44
2024-02-13,2024-02-13,FCR,1,NEGPOS_00_04,33.28
2024-02-13,2024-02-13,FCR,1,NEGPOS_08_12,29.69
2024-02-14,2024-02-14,FCR,1,NEGPOS_00_04,30
2024-02-14,2024-02-14,FCR,1,NEGPOS_12_16,21.7
2024-02-14,2024-02-14,FCR,1,NEGPOS_08_12,26.56
2024-02-14,2024-02-14,FCR,1,NEGPOS_16_20,29.27
2024-02-14,2024-02-14,FCR,1,NEGPOS_20_24,19.1
2024-02-14,2024-02-14,FCR,1,NEGPOS_04_08,30.89
2024-02-15,2024-02-15,FCR,1,NEGPOS_08_12,22
2024-02-15,2024-02-15,FCR,1,NEGPOS_00_04,27.2
2024-02-15,2024-02-15,FCR,1,NEGPOS_04_08,27.2
2024-02-15,2024-02-15,FCR,1,NEGPOS_16_20,28.98
2024-02-15,2024-02-15,FCR,1,NEGPOS_20_24,18.4
2024-02-15,2024-02-15,FCR,1,NEGPOS_12_16,18.51
2024-02-16,2024-02-16,FCR,1,NEGPOS_16_20,27.76
2024-02-16,2024-02-16,FCR,1,NEGPOS_08_12,22.53
2024-02-16,2024-02-16,FCR,1,NEGPOS_20_24,18.4
2024-02-16,2024-02-16,FCR,1,NEGPOS_04_08,25.61
2024-02-16,2024-02-16,FCR,1,NEGPOS_00_04,24.63
2024-02-16,2024-02-16,FCR,1,NEGPOS_12_16,18.53
2024-02-17,2024-02-17,FCR,1,NEGPOS_00_04,24.51
2024-02-17,2024-02-17,FCR,1,NEGPOS_16_20,20.11
2024-02-17,2024-02-17,FCR,1,NEGPOS_04_08,22.4
2024-02-17,2024-02-17,FCR,1,NEGPOS_20_24,17.33
2024-02-17,2024-02-17,FCR,1,NEGPOS_12_16,21
2024-02-17,2024-02-17,FCR,1,NEGPOS_08_12,19.1
2024-02-18,2024-02-18,FCR,1,NEGPOS_08_12,29.33
2024-02-18,2024-02-18,FCR,1,NEGPOS_04_08,25
2024-02-18,2024-02-18,FCR,1,NEGPOS_12_16,35.2
2024-02-18,2024-02-18,FCR,1,NEGPOS_00_04,22.72
2024-02-18,2024-02-18,FCR,1,NEGPOS_16_20,23.36
2024-02-18,2024-02-18,FCR,1,NEGPOS_20_24,18.4
2024-02-19,2024-02-19,FCR,1,NEGPOS_12_16,25.36
2024-02-19,2024-02-19,FCR,1,NEGPOS_08_12,23.36
2024-02-19,2024-02-19,FCR,1,NEGPOS_04_08,24
2024-02-19,2024-02-19,FCR,1,NEGPOS_00_04,25
2024-02-19,2024-02-19,FCR,1,NEGPOS_20_24,19.1
2024-02-19,2024-02-19,FCR,1,NEGPOS_16_20,31.6
2024-02-20,2024-02-20,FCR,1,NEGPOS_20_24,19.1
2024-02-20,2024-02-20,FCR,1,NEGPOS_16_20,33.95
2024-02-20,2024-02-20,FCR,1,NEGPOS_04_08,27.2
2024-02-20,2024-02-20,FCR,1,NEGPOS_12_16,40
2024-02-20,2024-02-20,FCR,1,NEGPOS_08_12,28.41
2024-02-20,2024-02-20,FCR,1,NEGPOS_00_04,29.5
2024-02-21,2024-02-21,FCR,1,NEGPOS_00_04,43.92
2024-02-21,2024-02-21,FCR,1,NEGPOS_16_20,32.19
2024-02-21,2024-02-21,FCR,1,NEGPOS_04_08,36.26
2024-02-21,2024-02-21,FCR,1,NEGPOS_20_24,22.96
2024-02-21,2024-02-21,FCR,1,NEGPOS_12_16,30.4
2024-02-21,2024-02-21,FCR,1,NEGPOS_08_12,29.36
2024-02-22,2024-02-22,FCR,1,NEGPOS_20_24,44.6
2024-02-22,2024-02-22,FCR,1,NEGPOS_16_20,35.06
2024-02-22,2024-02-22,FCR,1,NEGPOS_12_16,32.36
2024-02-22,2024-02-22,FCR,1,NEGPOS_08_12,24
2024-02-22,2024-02-22,FCR,1,NEGPOS_04_08,38.77
2024-02-22,2024-02-22,FCR,1,NEGPOS_00_04,38.89
2024-02-23,2024-02-23,FCR,1,NEGPOS_00_04,55.6
2024-02-23,2024-02-23,FCR,1,NEGPOS_20_24,32
2024-02-23,2024-02-23,FCR,1,NEGPOS_16_20,34.43
2024-02-23,2024-02-23,FCR,1,NEGPOS_12_16,40.51
2024-02-23,2024-02-23,FCR,1,NEGPOS_08_12,32
2024-02-23,2024-02-23,FCR,1,NEGPOS_04_08,66.11
2024-02-24,2024-02-24,FCR,1,NEGPOS_08_12,32.68
2024-02-24,2024-02-24,FCR,1,NEGPOS_04_08,49.1
2024-02-24,2024-02-24,FCR,1,NEGPOS_12_16,41.66
2024-02-24,2024-02-24,FCR,1,NEGPOS_00_04,47.4
2024-02-24,2024-02-24,FCR,1,NEGPOS_16_20,29.6
2024-02-24,2024-02-24,FCR,1,NEGPOS_20_24,32
2024-02-25,2024-02-25,FCR,1,NEGPOS_16_20,31.7
2024-02-25,2024-02-25,FCR,1,NEGPOS_04_08,31.96
2024-02-25,2024-02-25,FCR,1,NEGPOS_12_16,41.61
2024-02-25,2024-02-25,FCR,1,NEGPOS_00_04,44.8
2024-02-25,2024-02-25,FCR,1,NEGPOS_20_24,27.92
2024-02-25,2024-02-25,FCR,1,NEGPOS_08_12,34.28
2024-02-26,2024-02-26,FCR,1,NEGPOS_04_08,32
2024-02-26,2024-02-26,FCR,1,NEGPOS_08_12,22
2024-02-26,2024-02-26,FCR,1,NEGPOS_00_04,25.83
2024-02-26,2024-02-26,FCR,1,NEGPOS_12_16,27.99
2024-02-26,2024-02-26,FCR,1,NEGPOS_20_24,20.44
2024-02-26,2024-02-26,FCR,1,NEGPOS_16_20,29.13
2024-02-27,2024-02-27,FCR,1,NEGPOS_16_20,34.8
2024-02-27,2024-02-27,FCR,1,NEGPOS_08_12,19
2024-02-27,2024-02-27,FCR,1,NEGPOS_12_16,19
2024-02-27,2024-02-27,FCR,1,NEGPOS_00_04,19.2
2024-02-27,2024-02-27,FCR,1,NEGPOS_04_08,18.4
2024-02-27,2024-02-27,FCR,1,NEGPOS_20_24,18.4
2024-02-28,2024-02-28,FCR,1,NEGPOS_12_16,19.07
2024-02-28,2024-02-28,FCR,1,NEGPOS_16_20,55.2
2024-02-28,2024-02-28,FCR,1,NEGPOS_20_24,18.4
2024-02-28,2024-02-28,FCR,1,NEGPOS_08_12,21.6
2024-02-28,2024-02-28,FCR,1,NEGPOS_00_04,19.18
2024-02-28,2024-02-28,FCR,1,NEGPOS_04_08,19.1
2024-02-29,2024-02-29,FCR,1,NEGPOS_04_08,54.22
2024-02-29,2024-02-29,FCR,1,NEGPOS_20_24,40.5
2024-02-29,2024-02-29,FCR,1,NEGPOS_12_16,54
2024-02-29,2024-02-29,FCR,1,NEGPOS_08_12,36
2024-02-29,2024-02-29,FCR,1,NEGPOS_00_04,68
2024-02-29,2024-02-29,FCR,1,NEGPOS_16_20,45.68
2024-03-01,2024-03-01,FCR,1,NEGPOS_08_12,23.6
2024-03-01,2024-03-01,FCR,1,NEGPOS_20_24,24
2024-03-01,2024-03-01,FCR,1,NEGPOS_00_04,26.3
2024-03-01,2024-03-01,FCR,1,NEGPOS_04_08,23
2024-03-01,2024-03-01,FCR,1,NEGPOS_16_20,26.44
2024-03-01,2024-03-01,FCR,1,NEGPOS_12_16,24.43
2024-03-02,2024-03-02,FCR,1,NEGPOS_12_16,21.7
2024-03-02,2024-03-02,FCR,1,NEGPOS_08_12,20.65
2024-03-02,2024-03-02,FCR,1,NEGPOS_00_04,21.36
2024-03-02,2024-03-02,FCR,1,NEGPOS_04_08,20.9
2024-03-02,2024-03-02,FCR,1,NEGPOS_16_20,21.92
2024-03-02,2024-03-02,FCR,1,NEGPOS_20_24,19.1
2024-03-03,2024-03-03,FCR,1,NEGPOS_04_08,19.95
2024-03-03,2024-03-03,FCR,1,NEGPOS_16_20,28.07
2024-03-03,2024-03-03,FCR,1,NEGPOS_08_12,25
2024-03-03,2024-03-03,FCR,1,NEGPOS_20_24,18.86
2024-03-03,2024-03-03,FCR,1,NEGPOS_00_04,22.35
2024-03-03,2024-03-03,FCR,1,NEGPOS_12_16,29.18
2024-03-04,2024-03-04,FCR,1,NEGPOS_20_24,18.25
2024-03-04,2024-03-04,FCR,1,NEGPOS_16_20,36.94
2024-03-04,2024-03-04,FCR,1,NEGPOS_00_04,22.27
2024-03-04,2024-03-04,FCR,1,NEGPOS_04_08,22.91
2024-03-04,2024-03-04,FCR,1,NEGPOS_08_12,56
2024-03-04,2024-03-04,FCR,1,NEGPOS_12_16,22
2024-03-05,2024-03-05,FCR,1,NEGPOS_16_20,39.1
2024-03-05,2024-03-05,FCR,1,NEGPOS_20_24,18.4
2024-03-05,2024-03-05,FCR,1,NEGPOS_00_04,22.49
2024-03-05,2024-03-05,FCR,1,NEGPOS_12_16,19.1
2024-03-05,2024-03-05,FCR,1,NEGPOS_08_12,21.19
2024-03-05,2024-03-05,FCR,1,NEGPOS_04_08,21.1
2024-03-06,2024-03-06,FCR,1,NEGPOS_16_20,38
2024-03-06,2024-03-06,FCR,1,NEGPOS_20_24,18
2024-03-06,2024-03-06,FCR,1,NEGPOS_04_08,19.64
2024-03-06,2024-03-06,FCR,1,NEGPOS_08_12,19.1
2024-03-06,2024-03-06,FCR,1,NEGPOS_12_16,19.1
2024-03-06,2024-03-06,FCR,1,NEGPOS_00_04,18.4
2024-03-07,2024-03-07,FCR,1,NEGPOS_12_16,30.5
2024-03-07,2024-03-07,FCR,1,NEGPOS_16_20,38
2024-03-07,2024-03-07,FCR,1,NEGPOS_08_12,27.31
